,Negativity,Sentences
535,1,i'm sorry about your bad driving experience
536,0,i don't have any of that
537,1,already miss
538,1,plan may change nooooooo
539,1,my sister is a douchebag
540,0,there's relisting fee when you don't complete a sale that suck
541,0,random ha an a
542,1,i knew i should've worn the sars mask on the plane from socal feeling the beginning of a sore throat
543,1,gutted that the bathroom still isn't free early work isn't going to happen and i need the loo
544,0,july too long
545,1,awww i wish i could have been there i'm stuck here about to jab out my eye with knitting needle
546,0,me too wonder if mnet will show it
547,0,wearing glass give me a headache
548,0,stop talkin about food haha fill like sum nw hha hows your day goin or starting
549,1,finished sewing for the night uploading picture from slidebar and beach i cant believe i am having difficulty with twitter
550,1,thank you cant wait ummm btw ima crash still sick
551,1,first my work computer now my home laptop is fucked
552,1,liesgirlstell a guy call her phone to see if the number is real ohh my phone isn't working try tomorrow
553,1,beer friday melbourne cbd mtub mini cmon thirsty and lonely you bugger are making me feel like a scotty no mate
554,1,i know we came back from down in the st just to lose the lead in the last minute
555,1,gosh summer vacation is almost over here at the philippine kinda sad i wonder what section will i be in
556,0,but is on page at m twitterworld only vote
557,1,i'm bummed that i can't wear my sweet nike kick to work
558,1,your twitter is broken
559,0,sleep good night tweeties down to oc tomorrow i hope and pray that rachyl get better soon
560,1,it's depressing i'm stuck inside all day
561,1,i even saw the news feed of the archie website but can't believe he'd choose veronica i'm disappointed
562,1,i hate being sick i miss and
563,0,im eating slider at barjohnnys theyre pork tho not beef still on the search
564,0,getting ready for school second math test today also it my last day of rd year next week i will officially be in th year
565,1,woke up i wanna stay in my bed
566,1,depressed that i wasn't included in the morcom garden quiz on facebook
567,1,yeah it still totally in the high s here soooo notlooking forward to aug and sept up here
568,1,upsidedown tomato plant died
569,0,so deep it priecing my soul
570,1,oh come on you get next week off and i get next week full of exam
571,0,friday here at last not much fun when your skint though
572,1,i know don't tell anyone i dont know if my dad told the famz yet i think i'm taking it online
573,1,caan't iht be earlier icant wait that long ahar
574,0,friday yay and a bonus don't have to drive to wale tonight athough will miss kitten cuddle and going for a ride
575,1,my child have promised me birthday brekkie in bed there's a problem with that in that there's bugger all food in the house
576,1,woops i only just realized my dm to you are not going through
577,0,i don't think i will be able to get out of bed tomorrow morning we will seeeee
578,0,i cant use my blackberry today this suck
579,0,q what studio created 'open season' should google it or look at the dvd downstairs but feeling lazy
580,0,the time they are a changing
581,1,why do you hate me
582,1,time for tv in bed then spending all day catching up on studying i hate online summer class
583,0,video is not available to u foreigner
584,1,wanted to visit the animal but we were too late
585,1,pc i agree we have a problem we must stop spending and only work
586,1,jonaswebcast i just missed it
587,1,dang it i really look like crap sigh only had min to shower and min to get ready
588,0,waiting to get picked up
589,1,so exhausted can't sleep i don't like these night
590,1,i'm gonna miss all the live comet action tomorrow i have to go take care of my cousin and they don't have access to the interwebz
591,0,lol i cant drink
592,0,if bill compton ha wii why can't he have twitter
593,1,sorry to hear that
594,1,morning sport day today and i have to do the three legged race with mr pettigrew said i'm not aloud to trip her up
595,1,just found out i can't drink at this bar booo missing e at palomino's no cheer sad face
596,1,cannot sleep hour of tossing and turning
597,1,omg going to die of swine flu when i go to melbourne
598,1,packing i don't like it
599,0,dang it so it not certain are you okay
600,0,wish dave gilmour and roger water would re unite for a pink floyd concert
601,1,finished a whole box of ice cream
602,0,in horse town blown out car speaker
603,0,someone make me a cofffeeeeeee
604,1,plus i just deposited tax return cheque but for first time in year it didn't clear immediately
605,0,photo martwo omg i love you i accadentally deleted this photo yay he so beautiful
606,1,i knooww amp my hot water bottle i in whangamata without me ahhhhh
607,0,my nose is stuffy
608,0,last night in newport
609,0,thanks for the rt and sorry about your new place with the domestic
610,0,ok other then my shoe the club is cool it fun and it poppin except the ppl tryna dance wit me
611,1,holy crap it's raining in la and i don't have a jacket oh no
612,0,aright twitter fam guess ima be outties gonna try n sleep off some of this horrible pain
613,0,baby wa not herself after recieving vaccine
614,1,wish i could attend e this year but these small event like the nba and stanley cup final keep getting in the way work work work
615,0,lol hi emmy latin would help me study for the aptitude test to get into grad school thats why i wanna take it
616,1,btw i am not a wimp
617,0,lol yeah yeah you big perv wa hoping to see you next week but scrapped plan
618,1,rejecting all food substance
619,1,no i wa trying to interview dr paul twomey ceo of icann phone issue cut the interview from min to
620,1,i can't add you on myspace girly it asks for a last name and email
621,1,back at vienna sooo tired luggage lost manchester 'd been great very good outcome from seminar at mb amp great people around
622,1,don't think i can take a needle watched a horribly gory short film on drug a few month ago i'm scarred for life
623,1,i don't wanna go back to work sleepy time
624,1,it feel not good
625,0,watching the biggest loser on hallmark never fails to make me cry nyeh
626,0,that suck how old are you actually
627,1,thinking about getting up for work
628,0,still confuse
629,1,i wa a very naughty girl tonight dissappointed with myself
630,1,that's better than missy telling me i should be on the biggest loser
631,1,noooo he go for orlando omg i'm gonna cry
632,0,aaaaaahhhhhhhh soooooooo sweeeeeeet i miss that age soooo much
633,0,just saw a fox a i wa getting on the freeway i hope it go home
634,0,scratch that sleep on a stage bound
635,0,recapping on britain got talent britain seems more talented than america
636,0,i cnt get it it goin to ur old message gt gt gt gt help lt lt lt lt
637,0,good time rocking out open mic thanks all the love n support now working on business plan presentation no cg again nite
638,0,swimming is a no go for me
639,1,morning john yes i do however i have a diary clash and sadly can't attend
